id,element,name,highway,bicycle,cycleway,cycleway:left,cycleway:right,cycleway:both,cyclestreet,oneway,oneway:bicycle,foot,segregated,surface,lit,maxspeed,source_query,BUURTCODE,BUURTNAAM,intersected_length_m
146097967,way,Meerenakkerweg,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},621,Hurk,360.4645546284615
146097968,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,44.443784669201754
146097968,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},621,Hurk,0.17342490353610976
146097972,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,45.663182120628164
146097978,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,41.226144666231754
146097982,way,Nelson Mandelapark,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,51.81656184272047
146099351,way,Nieuwerhoek,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},731,Genderbeemd,35.62325203349462
146106703,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},731,Genderbeemd,114.22078501969665
146106710,way,,cycleway,,,,,,,,,yes,,paving_stones,,,{'highway': 'cycleway'},732,Hanevoet,28.711855623100387
146106723,way,Dikninge,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},732,Hanevoet,198.68603496349277
147841256,way,Spaaihoefweg,cycleway,,crossing,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,12.340520962589224
147841256,way,Spaaihoefweg,cycleway,,crossing,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},521,Kerkdorp Acht,18.618200564990282
148000611,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},240,Riel,325.1639623476351
148066849,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,32.019734182182006
148066850,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,31.005437666283363
148066879,way,,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,8.110140352917785
148650657,way,Kasteellaan,cycleway,,,,,,,yes,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,223.9789623012084
148818745,way,Anna van Engelandstraat,cycleway,,,,,,,yes,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},611,"Eliasterrein, Vonderkwartier",27.50557105375507
148818745,way,Anna van Engelandstraat,cycleway,,,,,,,yes,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},713,Hagenkamp,1.2062928383767473
148818773,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},611,"Eliasterrein, Vonderkwartier",34.54196748306056
148822043,way,,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},613,Engelsbergen,340.49728541217473
148822049,way,Jozef Eliasweg,cycleway,,,,,,,yes,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},611,"Eliasterrein, Vonderkwartier",417.69175164169565
148822052,way,Wouter Hollemanplein,cycleway,,,,,,,yes,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},611,"Eliasterrein, Vonderkwartier",183.99950615045233
148825870,way,Engelsbergenstraat,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},613,Engelsbergen,71.00326758396132
148973452,way,Ehrenstein,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},732,Hanevoet,72.6000693314036
148973453,way,Ehrenstein,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},732,Hanevoet,38.080750397557445
148976073,way,Lichtenberg,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},732,Hanevoet,32.4839482647805
148976081,way,Lichtenberg,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},732,Hanevoet,25.205927642941536
148976084,way,Roffart,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},732,Hanevoet,41.52384731466814
148976100,way,Locatellistraat,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",24.808775460397115
148978187,way,Locatellistraat,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",462.4807215926342
148978189,way,Locatellistraat,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,247.50444352596463
148978193,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",149.50606905191927
149127030,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,11.15811895801398
149127033,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,5.78244279267174
149127037,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,16.38923143493459
149127039,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},731,Genderbeemd,3.4545462132271716
149127040,way,,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,30.38768435618724
149127042,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},721,Genderdal,12.84059143919526
149127047,way,,cycleway,,,,,,,,,yes,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,11.989195605622204
149127049,way,,cycleway,,,,,,,no,,,no,asphalt,,,{'highway': 'cycleway'},721,Genderdal,623.675606724948
149127052,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},721,Genderdal,39.43177545894274
149127054,way,,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},721,Genderdal,74.65713962851314
149127070,way,,cycleway,,,,,,,,,,no,asphalt,yes,,{'highway': 'cycleway'},721,Genderdal,17.649341364749635
149127094,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,66.26191872532253
149127096,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,34.75395336265541
149127097,way,,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},721,Genderdal,15.812287329226487
149127099,way,Limburglaan,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},721,Genderdal,61.473737039098026
149135327,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,48.60624673959134
149135335,way,,cycleway,,,,,,,yes,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},721,Genderdal,68.87678277950292
149229261,way,Flight Lane,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},637,Flight Forum,89.14054464321558
149229267,way,Flight Lane,cycleway,,,,,,,yes,,,,,,,{'highway': 'cycleway'},637,Flight Forum,22.868241399376956
149229267,way,Flight Lane,cycleway,,,,,,,yes,,,,,,,{'highway': 'cycleway'},634,Zandrijk,2.2914676824168763
149230123,way,Flight Forum,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},637,Flight Forum,49.90394189324082
149230240,way,,cycleway,,,,,,,no,,,,,yes,,{'highway': 'cycleway'},637,Flight Forum,29.88297699649133
149237994,way,,cycleway,,,,,,,,,,,asphalt,no,,{'highway': 'cycleway'},731,Genderbeemd,42.00811340873913
149240283,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,3.99080222481362
149240283,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},234,Tivoli,64.77365051992126
149242113,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,,,{'highway': 'cycleway'},237,Kruidenbuurt,392.77661246448406
149242113,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,,,{'highway': 'cycleway'},236,Nieuwe Erven,443.8802921412354
149242119,way,Jaguarstraat,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},238,Schuttersbosch,8.536292257615914
149244170,way,Leenderweg,cycleway,,,,,,,yes,,yes,,asphalt,,,{'highway': 'cycleway'},221,Kerstroosplein,728.9964933859485
149244181,way,Kalmoesstraat,cycleway,,,,,,,,,,,,yes,,{'highway': 'cycleway'},221,Kerstroosplein,8.971926622130013
149244183,way,,cycleway,,,,,,,,,,,,yes,,{'highway': 'cycleway'},221,Kerstroosplein,5.943060486235315
149245592,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},236,Nieuwe Erven,5.61657031601405
149252229,way,Roostenlaan,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},225,Eikenburg,287.0813896353782
149902653,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},623,Lievendaal,74.8120344186713
149902946,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},622,Het Ven,15.427983478818255
149902946,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},623,Lievendaal,18.848456443568413
149902962,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},622,Het Ven,15.29694948069414
149902962,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},623,Lievendaal,18.40816242943462
149910473,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},721,Genderdal,42.49469791659996
149919770,way,,cycleway,,,,,,,no,,,,asphalt,no,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",14.018602536765524
149919770,way,,cycleway,,,,,,,no,,,,asphalt,no,,{'highway': 'cycleway'},732,Hanevoet,11.488742371310327
149919771,way,,cycleway,,,,,,,,,,,asphalt,no,,{'highway': 'cycleway'},732,Hanevoet,4.260355493347722
149919772,way,,cycleway,,,,,,,,,,,asphalt,no,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",3.5723021289911796
149919781,way,,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",102.73044610528669
149919799,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},725,"Bennekel-West, Gagelbosch",693.2626993289789
149940158,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},622,Het Ven,32.29616390145057
150027736,way,Aalsterweg,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},223,Genneperzijde,560.5183773453133
150027739,way,Boutenslaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},223,Genneperzijde,72.27981872882756
150033731,way,Cantharellenlaan,cycleway,,,,,,,no,,yes,no,paving_stones,yes,,{'highway': 'cycleway'},237,Kruidenbuurt,19.444814551122164
150033737,way,Floralaan Oost,cycleway,,,,,,,yes,,yes,no,asphalt,yes,,{'highway': 'cycleway'},237,Kruidenbuurt,190.78483795317055
150033738,way,Floralaan Oost,cycleway,,,,,,,yes,,,,paving_stones,no,,{'highway': 'cycleway'},238,Schuttersbosch,202.0286262595052
150036852,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,84.36051310573853
150036854,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,82.75277329956019
150036855,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,38.12955575919224
150036856,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,39.12527009150103
150036857,way,,cycleway,,,,,,,no,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,48.50025506347477
150036858,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,49.848080244565956
150036860,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,141.58345912865832
150036860,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},230,Puttense Dreef,9.650742382548822
150036885,way,Puttensedreef,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},230,Puttense Dreef,273.0117713696469
150189519,way,Sint Petrus Canisiuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},232,Burghplan,61.62677632955658
150189523,way,Sint Petrus Canisiuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},232,Burghplan,11.318225279424142
150189529,way,Sint Petrus Canisiuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},232,Burghplan,12.994509439477328
150189530,way,Sint Petrus Canisiuslaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},232,Burghplan,32.5838228805719
150190564,way,,cycleway,,,,,,,,,yes,no,asphalt,,,{'highway': 'cycleway'},328,Tongelresche Akkers,11.157317104032295
150190564,way,,cycleway,,,,,,,,,yes,no,asphalt,,,{'highway': 'cycleway'},334,Urkhoven,1.6008725548787648
150191989,way,Quinten Matsyslaan,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},322,Doornakkers-Oost,483.6711298230845
150191991,way,,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},322,Doornakkers-Oost,30.378039602686474
150191991,way,,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},321,Doornakkers-West,53.74199750673533
150191992,way,Rogier van der Weydenstraat,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},322,Doornakkers-Oost,41.90425329212727
150391893,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},235,Gijzenrooi,0.4987093397541501
150391893,way,,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},230,Puttense Dreef,18.218324441870624
150391935,way,Monte Rosa,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},511,Driehoeksbos,101.98789777127469
150392013,way,Bernardinopas,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,40.4601158842097
150392016,way,Bernardinopas,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,41.02480579907442
150392032,way,Atletieklaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,29.152679197928208
150392034,way,Atletieklaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,27.603938243064277
150392037,way,Ofenpas,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,42.009943194163675
150392045,way,Ofenpas,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,42.28153924126876
150392057,way,Furkapas,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,28.306886519302125
150392062,way,Furkapas,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},511,Driehoeksbos,44.722823240771135
150531237,way,Steenstraat,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},411,Limbeek-Noord,121.05727857714496
150531477,way,Nieuwe Fellenoord,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},412,Hemelrijken,20.904700529481087
150531480,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},412,Hemelrijken,7.4949863704666155
150531480,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},411,Limbeek-Noord,15.934700273986518
150531486,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},412,Hemelrijken,7.990785814388616
150531486,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},410,Limbeek-Zuid,14.91256622491779
150531487,way,Boschdijk,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},412,Hemelrijken,122.6197663100428
150544571,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},114,Fellenoord,14.97045451062176
150544571,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},410,Limbeek-Zuid,33.18338540455234
150544572,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},412,Hemelrijken,12.699454315027083
150544572,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},410,Limbeek-Zuid,28.77844197810245
150544573,way,Boschdijk,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},412,Hemelrijken,55.0588818902276
150547551,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},114,Fellenoord,49.89820571256931
150555864,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,no,,{'highway': 'cycleway'},613,Engelsbergen,104.60041125057528
150555878,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},613,Engelsbergen,128.01242219459021
150555880,way,,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},613,Engelsbergen,19.756639691629715
150555880,way,,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},713,Hagenkamp,11.325508258957997
150555882,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},713,Hagenkamp,68.86523759897932
150555909,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},713,Hagenkamp,218.31954418812728
150555910,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},713,Hagenkamp,13.028799106337535
150555911,way,,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},613,Engelsbergen,13.444310609056787
150555911,way,,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},713,Hagenkamp,20.105338052825612
150555913,way,Limburglaan,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},613,Engelsbergen,182.5809038496101
150555914,way,,cycleway,,,,,,,,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},613,Engelsbergen,57.915457953160896
150615476,way,,cycleway,,,,,,,yes,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},713,Hagenkamp,32.22047996953822
150615476,way,,cycleway,,,,,,,yes,,use_sidepath,,paving_stones,yes,,{'highway': 'cycleway'},712,Oude Spoorbaan,36.953071723028174
150615503,way,Boutenslaan,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},712,Oude Spoorbaan,9.759236252087469
150615503,way,Boutenslaan,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},711,Schrijversbuurt,11.839617056839547
150615510,way,,cycleway,,,,,,,,,,,paving_stones,yes,,{'highway': 'cycleway'},713,Hagenkamp,9.234901330704243
150615529,way,Mecklenburgstraat,cycleway,,,,,,,yes,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},712,Oude Spoorbaan,133.36238735784963
150698823,way,Ruysdaelbaan,cycleway,,,,,,,,,,,paving_stones,,,{'highway': 'cycleway'},321,Doornakkers-West,7.751608626538365
150698825,way,Ruysdaelbaan,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},321,Doornakkers-West,437.74376226877087
150698826,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},321,Doornakkers-West,5.926391506369865
150698827,way,Ruysdaelbaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},321,Doornakkers-West,83.25207832010533
150698827,way,Ruysdaelbaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},312,Lakerlopen,31.349034787308852
150698828,way,Ruysdaelbaan,cycleway,,segregated,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},321,Doornakkers-West,24.347050412168272
150698828,way,Ruysdaelbaan,cycleway,,segregated,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},312,Lakerlopen,38.085553986169884
153465322,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,92.31980267208148
153465333,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,33.08512566987559
153465356,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,29.057726288993447
153465358,way,,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},731,Genderbeemd,30.607705489619857
153783930,way,,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},422,Kronehoef,16.345239263628464
154320857,way,Kanaaldijk-Zuid,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},211,Irisbuurt,76.12995550052828
154320858,way,Kanaaldijk-Zuid,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},211,Irisbuurt,6.442136327993419
158011389,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},632,Meerbos,158.0098763428714
158011391,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},632,Meerbos,732.0440467563855
160760502,way,Noord Brabantlaan,cycleway,,,,,,,yes,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},624,Drents Dorp,23.044888899003883
161053127,way,Koenraadlaan,cycleway,,,,,,,yes,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},624,Drents Dorp,31.4756328738361
161641115,way,Jeroen Boschlaan,cycleway,,,,,,,yes,,yes,,asphalt,yes,,{'highway': 'cycleway'},312,Lakerlopen,175.40669460168613
161691882,way,Heezerweg,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},235,Gijzenrooi,47.9662061867232
163250517,way,,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},521,Kerkdorp Acht,65.48412064460744
163378503,way,Cor Gehrelslaan,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},521,Kerkdorp Acht,233.11597491380115
163378962,way,,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},521,Kerkdorp Acht,14.369609020252053
163378965,way,,cycleway,,,,,,,no,,,,,,,{'highway': 'cycleway'},521,Kerkdorp Acht,20.349332276601917
163379413,way,Rein Keizerpad,cycleway,,,,,,,no,,,,asphalt,,,{'highway': 'cycleway'},521,Kerkdorp Acht,217.1318008621309
163380832,way,Waalstraat,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},521,Kerkdorp Acht,66.58040412302897
167094042,way,Castiliëlaan,cycleway,,,,,,,,,,,,,,{'highway': 'cycleway'},535,Castiliëlaan,108.89025199578941
167100759,way,Cahorslaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},522,Achtse Barrier-Gunterslaer,55.69924589426778
167100759,way,Cahorslaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,24.836208406095086
167100771,way,Cahorslaan,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},522,Achtse Barrier-Gunterslaer,72.55488062864029
169012691,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},633,Grasrijk,19.694024425855606
169012692,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},633,Grasrijk,3.090942091415643
169012693,way,,cycleway,,,,,,,no,,,,,yes,,{'highway': 'cycleway'},633,Grasrijk,16.608993030714366
169012694,way,,cycleway,,,,,,,no,,,,,yes,,{'highway': 'cycleway'},633,Grasrijk,5.356367787841576
169012695,way,Grasdreef,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},633,Grasrijk,16.013396927313025
169012696,way,Grasdreef,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},633,Grasrijk,334.47118896518464
169012700,way,Noord Brabantlaan,cycleway,,,,,,,no,,,,,yes,,{'highway': 'cycleway'},633,Grasrijk,16.356488243342312
170987274,way,Limburglaan,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},721,Genderdal,42.183403829389036
170987274,way,Limburglaan,cycleway,,,,,,,,,use_sidepath,,asphalt,yes,,{'highway': 'cycleway'},621,Hurk,44.26071467713798
175277786,way,Sibeliuslaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,34.86243321096141
175277786,way,Sibeliuslaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},723,Rapelenburg,8.04808550220402
175277787,way,Bayeuxlaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},724,Bennekel-Oost,13.183736801610905
175277788,way,Sint Claralaan,cycleway,,,,,,,yes,,,,,yes,,{'highway': 'cycleway'},723,Rapelenburg,146.0354812332929
175842314,way,Europalaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},424,Mensfort,168.07498591789297
175842314,way,Europalaan,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},425,Rapenland,18.57756588800139
177386022,way,Eindhovenseweg,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},545,Esp,353.2611617062252
177843977,way,,cycleway,,,,,,,,,,,asphalt,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,4.853985420094295
177844249,way,,cycleway,,,,,,,no,,,no,asphalt,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,39.03531592811448
178238953,way,Wilhelminaplein,cycleway,,,,,,,,,,,asphalt,yes,,{'highway': 'cycleway'},113,Witte Dame,6.736924619611595
179018616,way,Hondsruglaan,cycleway,,,,,,,no,,,,,yes,,{'highway': 'cycleway'},531,Woenselse Heide,135.4194545049673
179056775,way,Kruisstraattunnel,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},114,Fellenoord,6.206572380554193
179397827,way,Garonnelaan,cycleway,,,,,,,no,,yes,,,,,{'highway': 'cycleway'},523,Achtse Barrier-Spaaihoef,133.63747765375516
179458127,way,Kloosterdreef,cycleway,,,,,,,yes,,,,asphalt,yes,,{'highway': 'cycleway'},422,Kronehoef,289.1353874501187
180563820,way,Boschdijk,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},411,Limbeek-Noord,190.7709917038728
180563823,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},411,Limbeek-Noord,4.1281643597028905
180563832,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},411,Limbeek-Noord,12.986331207494063
180563832,way,,cycleway,,,,,,,yes,,,,paving_stones,yes,,{'highway': 'cycleway'},421,Woensel-West,18.81189745185504
181220050,way,Boschdijk,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},412,Hemelrijken,101.83495900966435
181220282,way,,cycleway,,,,,,,no,,,,asphalt,yes,,{'highway': 'cycleway'},412,Hemelrijken,32.32923862366214
